Description,Revenue,CumulativeRevenue,CumulativeShare
set 10 cards magical tree 17086,13.32,10302563.830000043,0.9998549316289193
christmas table candle silver spike,13.28,10302577.110000042,0.9998562204414625
set 10 cards hats & stockings 17081,13.28,10302590.390000042,0.9998575092540057
72 cake cases vintage christmas,13.200000000000001,10302603.59000004,0.9998587903026179
green/blue ceramic candle holder,13.2,10302616.79000004,0.9998600713512302
wise man star shape egg pan,13.14,10302629.93000004,0.9998613465768943
"pet mug, goldfish",13.1,10302643.03000004,0.9998626179205928
the king gift bag,13.0,10302656.03000004,0.9998638795593776
wine bottle dressing dark blue,12.969999999999999,10302669.000000041,0.9998651382866884
pink tall porcelain t-light holder,12.75,10302681.750000041,0.9998663756631889
camouflage dog collar,12.72,10302694.470000042,0.9998676101282155
potting shed sow 'n' grow set,12.72,10302707.190000042,0.9998688445932419
freshwater pearl bracelet ivory,12.7,10302719.890000042,0.9998700771172855
cracked glaze earrings brown,12.53,10302732.42000004,0.9998712931429757
tiny crystal bracelet blue,12.52,10302744.94000004,0.9998725081981745
marie antoienett trinket box gold,12.5,10302757.44000004,0.9998737213123907
blue teatime print bowl,12.5,10302769.94000004,0.9998749344266069
set 10 cards christmas holly  17259,12.48,10302782.42000004,0.9998761455998404
filigree diamante chain,12.48,10302794.900000041,0.9998773567730739
set 10 card snowman 16965,12.450000000000001,10302807.35000004,0.9998785650348332
ass col small sand gecko p'weight,12.18,10302819.53000004,0.9998797470933254
flag of st george car flag,12.16,10302831.69000004,0.9998809272108349
laser cut multi strand necklace,11.95,10302843.64000004,0.9998820869480255
purple chunky glass+bead necklace,11.95,10302855.590000039,0.9998832466852161
pink baroque flock candle holder,11.9,10302867.49000004,0.99988440156995
blue gingham rose cushion cover,11.9,10302879.39000004,0.9998855564546838
blue white plastic rings lampshade,11.899999999999999,10302891.29000004,0.9998867113394176
"letter ""z"" bling key ring",11.84,10302903.13000004,0.9998878604012033
blue breakfast cup and saucer,11.8,10302914.93000004,0.9998890055810233
"acrylic jewel icicle, blue",11.780000000000001,10302926.71000004,0.9998901488198606
the king gift bag 25x24x12cm,11.76,10302938.47000004,0.9998912901177153
pop art push down rubber,11.759999999999998,10302950.23000004,0.9998924314155698
set 10 cards rudolphs nose 17097,11.64,10302961.87000004,0.9998935610675279
set 10 cards 12 days of xmas 17059,11.64,10302973.51000004,0.9998946907194861
small single flame candle holder,11.549999999999999,10302985.060000041,0.999895811637022
set/4 garden rose dinner candle,11.549999999999999,10302996.610000042,0.9998969325545578
blue/green shell necklace w pendant,11.46,10303008.070000043,0.9998980447376713
"food cover with beads , set 2 sizes",11.25,10303019.320000043,0.9998991365404658
baroque butterfly earrings pink,11.19,10303030.510000043,0.9999002225203122
yellow pink flower design big bowl,10.92,10303041.430000043,0.9999012822968913
"s/4 icon coaster,elvis lives",10.61,10303052.040000042,0.9999023119882381
wrap blue russian folkart,10.5,10303062.540000042,0.9999033310041796
wrap  pink flock,10.5,10303073.040000042,0.9999043500201212
folkart christmas tree t-light hold,10.260000000000002,10303083.300000042,0.9999053457442698
blue organdy round lampshade w bea,10.2,10303093.500000041,0.9999063356454702
folkart zinc star christmas dec,10.2,10303103.70000004,0.9999073255466705
pink boudoir t-light holder,10.2,10303113.90000004,0.9999083154478708
lilac gauze butterfly lampshade,10.08,10303123.98000004,0.9999092937031748
zinc star t-light holder,10.0,10303133.98000004,0.9999102641945478
cracked glaze earrings ivory,9.99,10303143.97000004,0.9999112337154293
set 10 cards printed graphic 17219,9.96,10303153.93000004,0.9999122003248369
set 10 cards filigree bauble 16961,9.96,10303163.890000042,0.9999131669342445
set 10 card perfect nativity 17089,9.96,10303173.850000042,0.999914133543652
set 10 cards poinsettia 17093,9.96,10303183.810000043,0.9999151001530595
set/4 2 tone egg shape mixing bowls,9.95,10303193.760000043,0.9999160657919756
s/2 beach hut treasure chests,9.95,10303203.710000042,0.9999170314308916
boxed glass ashtray,9.94,10303213.650000041,0.9999179960993162
purple/blue ceramic candle holder,9.879999999999999,10303223.530000042,0.9999189549447928
lilac feathers curtain,9.48,10303233.010000043,0.9999198749706144
hand painted hanging easter egg,9.24,10303242.250000043,0.999920771704643
enamel blue rim tea container,9.18,10303251.430000043,0.9999216626157234
black glass/shell/pearl necklace,9.15,10303260.580000043,0.9999225506153296
orange flower mug,9.06,10303269.640000043,0.9999234298805136
red rose and lace c/cover,8.850000000000001,10303278.490000043,0.9999242887653786
vintage notebook beauty girl,8.850000000000001,10303287.340000043,0.9999251476502437
folding shoe tidy,8.850000000000001,10303296.190000042,0.9999260065351087
black diamond cluster earrings,8.82,10303305.010000043,0.9999268625084996
amber crystal drop earrings,8.76,10303313.770000042,0.9999277126589423
purple crystal drop earrings,8.76,10303322.530000042,0.999928562809385
glass bead hoop earrings montana,8.76,10303331.290000042,0.9999294129598277
red purse with pink heart,8.75,10303340.040000042,0.999930262139779
red stone/crystal earrings,8.7,10303348.740000041,0.9999311064672735
cute bird ceature screen,8.58,10303357.320000041,0.9999319391488715
white frangipani hair clip,8.5,10303365.820000041,0.9999327640665384
beaded love heart jewellery set,8.5,10303374.320000041,0.9999335889842055
m/colour pom-pom curtain,8.5,10303382.820000041,0.9999344139018724
ocean scent candle jewelled drawer,8.47,10303391.290000042,0.9999352359080654
country cottage  doorstop green,8.47,10303399.760000043,0.9999360579142583
heart shaped mirror,8.45,10303408.210000042,0.9999368779794684
opulent velvet set/3 candles,8.42,10303416.630000042,0.9999376951332044
dr. jam's arouzer stress ball,8.34,10303424.970000042,0.9999385045230095
set 10 minicards cute snowman 17071,8.299999999999999,10303433.270000042,0.9999393100308491
psychedelic metal sign calendar,7.9,10303441.170000043,0.9999400767190337
maxwell 2 tone blue 60 page photo a,7.85,10303449.020000042,0.9999408385547615
pink fluffy christmas decoration,7.82,10303456.840000043,0.9999415974790151
hanging butterfly  egg,7.6499999999999995,10303464.490000043,0.9999423399049155
freshwater pearl bracelet gold,7.6499999999999995,10303472.140000043,0.9999430823308159
silicon star bulb  blue,7.56,10303479.700000044,0.9999438160222939
black photo album,7.5,10303487.200000044,0.9999445438908235
eight piece creepy crawlie set,7.5,10303494.700000044,0.9999452717593532
baroque butterfly earrings black,7.5,10303502.200000044,0.999945999627883
pink cherry blossom cup & saucer,7.5,10303509.700000044,0.9999467274964127
"ruby glass necklace 42""",7.5,10303517.200000044,0.9999474553649425
set 10 cards world children 17067,7.470000000000001,10303524.670000045,0.9999481803219981
blue stripes shoulder bag,7.469999999999999,10303532.140000045,0.9999489052790538
pink leaves and beads phone charm,7.43,10303539.570000045,0.9999496263541438
a4 wall tidy red flowers,7.37,10303546.940000044,0.9999503416062856
jardin etched glass butter dish,7.25,10303554.190000044,0.999951045212531
army camo bookcover tape,7.14,10303561.330000045,0.9999517381433713
"letter ""w"" bling key ring",6.819999999999999,10303568.150000045,0.9999524000184877
"letter ""o"" bling key ring",6.819999999999999,10303574.970000045,0.9999530618936041
rasta in bath w spliff ashtray,6.8,10303581.770000046,0.9999537218277378
purple anemone artificial flower,6.76,10303588.530000046,0.9999543778799058
white dove honeycomb paper garland,6.72,10303595.250000047,0.9999550300501086
4 gold flock christmas balls,6.72,10303601.970000047,0.9999556822203113
spots on red bookcover tape,6.72,10303608.690000048,0.9999563343905139
elephant clip w suction cup,6.72,10303615.410000049,0.9999569865607166
set 10 mini santa & snowman  17087,6.64,10303622.05000005,0.9999576309669883
blue/yellow ceramic candle holder,6.6,10303628.650000049,0.9999582714912945
large black diamante hairslide,6.6,10303635.250000048,0.9999589120156005
amber bertie mobile phone charm,6.58,10303641.830000049,0.9999595505989239
assorted colour silk glasses case,6.300000000000001,10303648.13000005,0.9999601620084889
pink gauze butterfly lampshade,6.3,10303654.43000005,0.999960773418054
turquoise christmas tree,6.25,10303660.68000005,0.9999613799751621
"pocket mirror ""glamorous""",6.25,10303666.93000005,0.9999619865322702
bling key ring stand,6.25,10303673.18000005,0.9999625930893783
set 10 cards christmas robin 17095,6.24,10303679.42000005,0.999963198675995
blue/nat shell necklace w pendant,5.95,10303685.37000005,0.9999637761183618
fire polished glass neckl gold,5.95,10303691.320000049,0.9999643535607287
black flower candle plate,5.949999999999999,10303697.270000048,0.9999649310030955
white christmas tree 60cm,5.9,10303703.170000048,0.9999655035930056
gold m.o.p. orbit necklace,5.9,10303709.070000049,0.9999660761829157
st george set of 10 party lights,5.9,10303714.97000005,0.9999666487728257
hen house with chick standing,5.88,10303720.85000005,0.9999672194217532
set 10 cards robin waterpump  17096,5.82,10303726.67000005,0.9999677842477322
set 10 cards swirly xmas tree 17104,5.82,10303732.49000005,0.9999683490737113
set 10 card christmas stamps 16963,5.82,10303738.31000005,0.9999689138996903
green crystal drop earrings,5.8,10303744.110000052,0.9999694767846867
brown vintage victorian earrings,5.8,10303749.910000052,0.9999700396696831
set 10 cards hanging baubles 17080,5.48,10303755.390000053,0.9999705714989555
set of 3 pink flying ducks,5.45,10303760.840000052,0.9999711004167537
mummy mouse red gingham ribbon,5.45,10303766.290000051,0.999971629334552
round articulated pink clock w/suck,5.32,10303771.610000052,0.9999721456359624
polyester filler pad 60x40cm,5.1,10303776.710000051,0.9999726405865625
new england mug w gift box,5.1,10303781.81000005,0.9999731355371627
green pendant shell necklace,5.09,10303786.90000005,0.9999736295172715
pink allium  artificial flower,5.07,10303791.970000051,0.9999741215563976
robin christmas card,5.02,10303796.99000005,0.9999746087430669
set 10 cards deck the halls 16960,4.98,10303801.970000051,0.9999750920477706
orange/fuschia stones necklace,4.98,10303806.950000051,0.9999755753524744
purple leaves and beads phone char,4.97,10303811.920000052,0.9999760576866868
green leaves and beads phone charm,4.97,10303816.890000053,0.9999765400208992
lily brooch white/silver colour,4.95,10303821.840000052,0.9999770204141287
blossom images scrap book set,4.95,10303826.790000051,0.9999775008073583
vintage bead pink jewel stand,4.95,10303831.74000005,0.9999779812005878
large heart flowers hook,4.92,10303836.66000005,0.9999784586823434
pink beads+hand phone charm,4.92,10303841.58000005,0.9999789361640988
blue new baroque flock candlestick,4.65,10303846.23000005,0.9999793874425873
flower purple clock with sucker,4.64,10303850.870000051,0.9999798377505844
"silicon cube 25w, blue",4.62,10303855.49000005,0.9999802861175986
metal base for candles,4.62,10303860.11000005,0.9999807344846128
3 black cats w hearts blank card,4.5600000000000005,10303864.67000005,0.999981177028679
pink acrylic jewel snowflake,4.5600000000000005,10303869.23000005,0.999981619572745
cute rabbit ceature screen,4.29,10303873.52000005,0.999982035913544
cake stand lace white,4.25,10303877.77000005,0.9999824483723775
ubo-light triobase purple,4.25,10303882.02000005,0.999982860831211
flower purple clock w/sucker,4.25,10303886.27000005,0.9999832732900444
frying pan red polkadot,4.25,10303890.52000005,0.999983685748878
blue padded soft mobile,4.25,10303894.77000005,0.9999840982077115
gold cosmetic bag pink star,4.2,10303898.97000005,0.999984505814088
light decoration battery operated,4.2,10303903.170000048,0.9999849134204646
"mug , dotcomgiftshop.com",4.17,10303907.340000048,0.9999853181153672
i love london mini rucksack,4.15,10303911.490000049,0.9999857208692869
asstd rasta key-chains,3.7800000000000002,10303915.270000048,0.9999860877150258
blue crusoe check lampshade,3.78,10303919.050000047,0.9999864545607647
blue leaves and beads phone charm,3.76,10303922.810000047,0.9999868194655209
robot mug in display box,3.75,10303926.560000047,0.9999871833997859
baroque butterfly earrings montana,3.73,10303930.290000048,0.999987545393068
baroque butterfly earrings red,3.73,10303934.020000048,0.9999879073863501
gold print paper bag,3.6100000000000003,10303937.630000047,0.9999882577337357
folding camping scissor w/knif & s,3.5999999999999996,10303941.230000047,0.99998860711063
asstd design bubble gum ring,3.5700000000000003,10303944.800000047,0.9999889535760501
pastel pink photo album,3.5,10303948.300000047,0.9999892932480307
"letter ""u"" bling key ring",3.4799999999999995,10303951.780000048,0.9999896309790285
ubo-light triobase blue,3.4,10303955.180000048,0.9999899609460953
white anemone artificial flower,3.38,10303958.560000049,0.9999902889721795
pink bertie mobile phone charm,3.36,10303961.920000048,0.9999906150572807
gardeners kneeling pad,3.36,10303965.280000048,0.999990941142382
watering can single hook pistachio,3.36,10303968.640000047,0.9999912672274832
keep out girls door hanger,3.36,10303972.000000047,0.9999915933125845
set 10 cards christmas bauble 16954,3.33,10303975.330000047,0.9999919164862117
blue drop earrings w bead cluster,3.32,10303978.650000047,0.9999922386893475
hearts wrapping tape,3.25,10303981.900000047,0.9999925540990438
